Model Marker Errors from IK
version=1
nRows=800
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00665028	      0.01488878	      0.02483772
      0.00500000	      0.00652286	      0.01474546	      0.02507894
      0.01000000	      0.00645346	      0.01466681	      0.02499952
      0.01500000	      0.00636950	      0.01457109	      0.02482737
      0.02000000	      0.00610494	      0.01426527	      0.02479630
      0.02500000	      0.00592232	      0.01405029	      0.02440191
      0.03000000	      0.00580595	      0.01391156	      0.02395225
      0.03500000	      0.00559681	      0.01365871	      0.02347506
      0.04000000	      0.00551219	      0.01355506	      0.02302888
      0.04500000	      0.00520276	      0.01316910	      0.02303381
      0.05000000	      0.00508172	      0.01301502	      0.02249867
      0.05500000	      0.00499903	      0.01290870	      0.02221703
      0.06000000	      0.00494029	      0.01283263	      0.02237096
      0.06500000	      0.00485005	      0.01271489	      0.02280424
      0.07000000	      0.00482957	      0.01268801	      0.02229418
      0.07500000	      0.00484396	      0.01270690	      0.02291252
      0.08000000	      0.00487717	      0.01275039	      0.02250844
      0.08500000	      0.00492327	      0.01281050	      0.02352636
      0.09000000	      0.00499937	      0.01290913	      0.02346914
      0.09500000	      0.00503916	      0.01296040	      0.02313334
      0.10000000	      0.00509429	      0.01303111	      0.02400596
      0.10500000	      0.00514874	      0.01310055	      0.02415990
      0.11000000	      0.00513786	      0.01308671	      0.02390686
      0.11500000	      0.00513966	      0.01308901	      0.02407551
      0.12000000	      0.00515750	      0.01311171	      0.02433623
      0.12500000	      0.00512348	      0.01306839	      0.02449406
      0.13000000	      0.00512711	      0.01307301	      0.02459570
      0.13500000	      0.00507594	      0.01300761	      0.02400784
      0.14000000	      0.00508865	      0.01302388	      0.02409793
      0.14500000	      0.00503891	      0.01296008	      0.02356990
      0.15000000	      0.00502263	      0.01293913	      0.02367809
      0.15500000	      0.00501970	      0.01293536	      0.02350888
      0.16000000	      0.00502013	      0.01293591	      0.02328020
      0.16500000	      0.00502372	      0.01294053	      0.02310749
      0.17000000	      0.00503860	      0.01295968	      0.02291984
      0.17500000	      0.00504684	      0.01297028	      0.02257868
      0.18000000	      0.00506080	      0.01298820	      0.02242077
      0.18500000	      0.00507492	      0.01300630	      0.02230077
      0.19000000	      0.00508213	      0.01301554	      0.02217503
      0.19500000	      0.00508553	      0.01301989	      0.02203369
      0.20000000	      0.00508039	      0.01301332	      0.02202871
      0.20500000	      0.00508383	      0.01301772	      0.02190698
      0.21000000	      0.00507912	      0.01301169	      0.02182816
