Model Marker Errors from IK
version=1
nRows=1714
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00485126	      0.01271647	      0.02151159
      0.00500000	      0.00473921	      0.01256875	      0.02028904
      0.01000000	      0.00477476	      0.01261581	      0.02055643
      0.01500000	      0.00478185	      0.01262517	      0.02055315
      0.02000000	      0.00479399	      0.01264119	      0.02054369
      0.02500000	      0.00481774	      0.01267247	      0.02074065
      0.03000000	      0.00482637	      0.01268381	      0.02083048
      0.03500000	      0.00482395	      0.01268063	      0.02103944
      0.04000000	      0.00482927	      0.01268762	      0.02122755
      0.04500000	      0.00484076	      0.01270271	      0.02127523
      0.05000000	      0.00474711	      0.01257923	      0.02048602
      0.05500000	      0.00483203	      0.01269124	      0.02070719
      0.06000000	      0.00490074	      0.01278116	      0.02083112
      0.06500000	      0.00483408	      0.01269393	      0.01987426
      0.07000000	      0.00493355	      0.01282387	      0.02002935
      0.07500000	      0.00501155	      0.01292484	      0.02043462
      0.08000000	      0.00508286	      0.01301648	      0.02065423
      0.08500000	      0.00510617	      0.01304629	      0.02060737
      0.09000000	      0.00517437	      0.01313313	      0.02088503
      0.09500000	      0.00512584	      0.01307140	      0.02088650
      0.10000000	      0.00521863	      0.01318918	      0.02032847
      0.10500000	      0.00529273	      0.01328248	      0.02085261
      0.11000000	      0.00519751	      0.01316246	      0.02087996
      0.11500000	      0.00517709	      0.01313658	      0.02059409
      0.12000000	      0.00518116	      0.01314174	      0.02103612
      0.12500000	      0.00524089	      0.01321728	      0.02237603
      0.13000000	      0.00522259	      0.01319418	      0.02248212
      0.13500000	      0.00522112	      0.01319233	      0.02276400
      0.14000000	      0.00526160	      0.01324336	      0.02360423
      0.14500000	      0.00533289	      0.01333278	      0.02406868
      0.15000000	      0.00531342	      0.01330842	      0.02437413
      0.15500000	      0.00540712	      0.01342526	      0.02493952
      0.16000000	      0.00534443	      0.01334719	      0.02425023
      0.16500000	      0.00544782	      0.01347568	      0.02480634
      0.17000000	      0.00541974	      0.01344091	      0.02545711
      0.17500000	      0.00549995	      0.01354000	      0.02576191
      0.18000000	      0.00543758	      0.01346301	      0.02496575
      0.18500000	      0.00553518	      0.01358330	      0.02522285
      0.19000000	      0.00549269	      0.01353106	      0.02590304
      0.19500000	      0.00554932	      0.01360063	      0.02577139
      0.20000000	      0.00554993	      0.01360139	      0.02460973
      0.20500000	      0.00548303	      0.01351916	      0.02527979
      0.21000000	      0.00547606	      0.01351057	      0.02452955
      0.21500000	      0.00538835	      0.01340192	      0.02331952
      0.22000000	      0.00537914	      0.01339046	      0.02313338
      0.22500000	      0.00534646	      0.01334973	      0.02321435
      0.23000000	      0.00528494	      0.01327270	      0.02287793
      0.23500000	      0.00524486	      0.01322228	      0.02300929
      0.24000000	      0.00522418	      0.01319619	      0.02320655
      0.24500000	      0.00520449	      0.01317130	      0.02323147
      0.25000000	      0.00510337	      0.01304271	      0.02318550
      0.25500000	      0.00509268	      0.01302904	      0.02338818
      0.26000000	      0.00509290	      0.01302933	      0.02348761
      0.26500000	      0.00503685	      0.01295743	      0.02335576
      0.27000000	      0.00506211	      0.01298988	      0.02358922
      0.27500000	      0.00506858	      0.01299818	      0.02366988
      0.28000000	      0.00507798	      0.01301023	      0.02379709
      0.28500000	      0.00502873	      0.01294698	      0.02348929
      0.29000000	      0.00504064	      0.01296231	      0.02357103
      0.29500000	      0.00504016	      0.01296169	      0.02358864
      0.30000000	      0.00503695	      0.01295756	      0.02360275
      0.30500000	      0.00502550	      0.01294282	      0.02355826
      0.31000000	      0.00498812	      0.01289460	      0.02325109
      0.31500000	      0.00497121	      0.01287272	      0.02324967
      0.32000000	      0.00495440	      0.01285094	      0.02320390
      0.32500000	      0.00494050	      0.01283290	      0.02313601
      0.33000000	      0.00492930	      0.01281834	      0.02305339
      0.33500000	      0.00491972	      0.01280589	      0.02295859
      0.34000000	      0.00491126	      0.01279487	      0.02285302
      0.34500000	      0.00489938	      0.01277939	      0.02273488
      0.35000000	      0.00488955	      0.01276656	      0.02268810
      0.35500000	      0.00487832	      0.01275189	      0.02252110
      0.36000000	      0.00481850	      0.01267346	      0.02257840
      0.36500000	      0.00476961	      0.01260901	      0.02240106
      0.37000000	      0.00473263	      0.01256003	      0.02238127
      0.37500000	      0.00468272	      0.01249362	      0.02217434
      0.38000000	      0.00465179	      0.01245229	      0.02218099
      0.38500000	      0.00461950	      0.01240900	      0.02207310
      0.39000000	      0.00456977	      0.01234203	      0.02178861
      0.39500000	      0.00457450	      0.01234842	      0.02171943
      0.40000000	      0.00453069	      0.01228914	      0.02163918
      0.40500000	      0.00450844	      0.01225893	      0.02148596
      0.41000000	      0.00447732	      0.01221654	      0.02134668
      0.41500000	      0.00443227	      0.01215493	      0.02095976
      0.42000000	      0.00443323	      0.01215624	      0.02100480
      0.42500000	      0.00441727	      0.01213435	      0.02078834
      0.43000000	      0.00442777	      0.01214876	      0.02043077
      0.43500000	      0.00438123	      0.01208474	      0.02027700
      0.44000000	      0.00437210	      0.01207214	      0.02016857
      0.44500000	      0.00433399	      0.01201942	      0.01992817
      0.45000000	      0.00431445	      0.01199229	      0.01972516
      0.45500000	      0.00432311	      0.01200432	      0.01943538
      0.46000000	      0.00427579	      0.01193844	      0.01925982
      0.46500000	      0.00428662	      0.01195355	      0.01908973
      0.47000000	      0.00422797	      0.01187149	      0.01896350
      0.47500000	      0.00420010	      0.01183230	      0.01887278
      0.48000000	      0.00419333	      0.01182276	      0.01871185
      0.48500000	      0.00413590	      0.01174153	      0.01866511
      0.49000000	      0.00411431	      0.01171083	      0.01853332
      0.49500000	      0.00411597	      0.01171320	      0.01846440
      0.50000000	      0.00406148	      0.01163540	      0.01836709
      0.50500000	      0.00409280	      0.01168018	      0.01831623
      0.51000000	      0.00405146	      0.01162104	      0.01807701
      0.51500000	      0.00407803	      0.01165909	      0.01825932
      0.52000000	      0.00407615	      0.01165640	      0.01806777
      0.52500000	      0.00410982	      0.01170444	      0.01818055
      0.53000000	      0.00410638	      0.01169955	      0.01794498
      0.53500000	      0.00419251	      0.01182160	      0.01841521
      0.54000000	      0.00425029	      0.01190279	      0.01821016
      0.54500000	      0.00426853	      0.01192830	      0.01831350
      0.55000000	      0.00435506	      0.01204859	      0.01831378
      0.55500000	      0.00435613	      0.01205008	      0.01791537
      0.56000000	      0.00439606	      0.01210518	      0.01739614
      0.56500000	      0.00441283	      0.01212824	      0.01740083
      0.57000000	      0.00445370	      0.01218428	      0.01706056
      0.57500000	      0.00452603	      0.01228283	      0.01741882
      0.58000000	      0.00460237	      0.01238597	      0.01762449
      0.58500000	      0.00464616	      0.01244475	      0.01755055
      0.59000000	      0.00476320	      0.01260053	      0.01794572
      0.59500000	      0.00482876	      0.01268696	      0.01802683
      0.60000000	      0.00489388	      0.01277221	      0.01853107
      0.60500000	      0.00501957	      0.01293518	      0.01869395
      0.61000000	      0.00501293	      0.01292663	      0.01889171
      0.61500000	      0.00514484	      0.01309559	      0.01898962
      0.62000000	      0.00510245	      0.01304154	      0.01891383
      0.62500000	      0.00521492	      0.01318449	      0.01900018
      0.63000000	      0.00515669	      0.01311067	      0.01903530
      0.63500000	      0.00520131	      0.01316727	      0.01927364
      0.64000000	      0.00530505	      0.01329793	      0.01935225
      0.64500000	      0.00520856	      0.01317644	      0.01937569
      0.65000000	      0.00530599	      0.01329911	      0.01946407
      0.65500000	      0.00526051	      0.01324199	      0.01964386
      0.66000000	      0.00532025	      0.01331697	      0.01958172
      0.66500000	      0.00525810	      0.01323896	      0.01981528
      0.67000000	      0.00523937	      0.01321536	      0.01972564
      0.67500000	      0.00523021	      0.01320380	      0.01972485
      0.68000000	      0.00524073	      0.01321708	      0.01942843
      0.68500000	      0.00515363	      0.01310678	      0.01947726
      0.69000000	      0.00514382	      0.01309430	      0.01955368
      0.69500000	      0.00515310	      0.01310611	      0.01938134
      0.70000000	      0.00507793	      0.01301016	      0.01940236
      0.70500000	      0.00508387	      0.01301777	      0.01937308
      0.71000000	      0.00506262	      0.01299053	      0.01927558
      0.71500000	      0.00503887	      0.01296003	      0.01915995
      0.72000000	      0.00501012	      0.01292301	      0.01918527
      0.72500000	      0.00496631	      0.01286638	      0.01892283
      0.73000000	      0.00496103	      0.01285954	      0.01901396
      0.73500000	      0.00496145	      0.01286008	      0.01893721
      0.74000000	      0.00496524	      0.01286499	      0.01894559
      0.74500000	      0.00496910	      0.01286999	      0.01900727
      0.75000000	      0.00498167	      0.01288625	      0.01917155
      0.75500000	      0.00499822	      0.01290765	      0.01934396
      0.76000000	      0.00502197	      0.01293827	      0.01951075
      0.76500000	      0.00504065	      0.01296232	      0.01967262
      0.77000000	      0.00506978	      0.01299971	      0.01930761
      0.77500000	      0.00506719	      0.01299639	      0.01955017
      0.78000000	      0.00507175	      0.01300225	      0.01973785
      0.78500000	      0.00507143	      0.01300183	      0.01991639
      0.79000000	      0.00507364	      0.01300467	      0.02008302
      0.79500000	      0.00507241	      0.01300309	      0.02022162
      0.80000000	      0.00507711	      0.01300911	      0.02035692
      0.80500000	      0.00508811	      0.01302319	      0.02048938
      0.81000000	      0.00510614	      0.01304625	      0.02062028
      0.81500000	      0.00512804	      0.01307419	      0.02072165
      0.82000000	      0.00515824	      0.01311264	      0.02082701
