Model Marker Errors from IK
version=1
nRows=1780
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00523713	      0.01321253	      0.02062881
      0.00500000	      0.00532346	      0.01332099	      0.02103903
      0.01000000	      0.00526580	      0.01324865	      0.02073243
      0.01500000	      0.00536996	      0.01337903	      0.02117371
      0.02000000	      0.00535121	      0.01335566	      0.02087646
      0.02500000	      0.00544711	      0.01347480	      0.02120739
      0.03000000	      0.00542993	      0.01345353	      0.02098678
      0.03500000	      0.00542937	      0.01345284	      0.02084724
      0.04000000	      0.00550909	      0.01355125	      0.02113981
      0.04500000	      0.00549764	      0.01353716	      0.02090925
      0.05000000	      0.00557628	      0.01363363	      0.02126063
      0.05500000	      0.00554893	      0.01360016	      0.02102980
      0.06000000	      0.00562794	      0.01369664	      0.02135110
      0.06500000	      0.00565832	      0.01373356	      0.02146135
      0.07000000	      0.00569361	      0.01377632	      0.02152203
      0.07500000	      0.00567005	      0.01374778	      0.02132620
      0.08000000	      0.00569838	      0.01378209	      0.02143151
      0.08500000	      0.00570395	      0.01378882	      0.02143107
      0.09000000	      0.00570416	      0.01378908	      0.02140315
      0.09500000	      0.00570129	      0.01378561	      0.02133676
      0.10000000	      0.00570024	      0.01378434	      0.02127923
      0.10500000	      0.00569788	      0.01378149	      0.02124479
      0.11000000	      0.00572812	      0.01381801	      0.02130908
      0.11500000	      0.00570390	      0.01378876	      0.02124500
      0.12000000	      0.00570447	      0.01378945	      0.02124407
      0.12500000	      0.00570281	      0.01378744	      0.02127777
      0.13000000	      0.00567960	      0.01375936	      0.02151884
      0.13500000	      0.00567510	      0.01375390	      0.02149698
      0.14000000	      0.00566608	      0.01374298	      0.02147018
      0.14500000	      0.00565173	      0.01372556	      0.02144767
      0.15000000	      0.00563096	      0.01370032	      0.02136071
      0.15500000	      0.00561848	      0.01368512	      0.02126154
      0.16000000	      0.00570871	      0.01379457	      0.02152443
      0.16500000	      0.00567956	      0.01375931	      0.02138457
      0.17000000	      0.00564217	      0.01371394	      0.02108901
      0.17500000	      0.00575186	      0.01384661	      0.02142145
      0.18000000	      0.00570663	      0.01379206	      0.02124883
      0.18500000	      0.00566394	      0.01374038	      0.02105729
      0.19000000	      0.00566682	      0.01374387	      0.02121451
      0.19500000	      0.00558232	      0.01364102	      0.02078696
      0.20000000	      0.00552410	      0.01356970	      0.02068152
      0.20500000	      0.00555366	      0.01360595	      0.02108993
      0.21000000	      0.00558345	      0.01364240	      0.02132104
      0.21500000	      0.00545618	      0.01348602	      0.02076866
      0.22000000	      0.00551276	      0.01355577	      0.02128841
      0.22500000	      0.00556992	      0.01362586	      0.02299766
      0.23000000	      0.00555591	      0.01360871	      0.02275411
      0.23500000	      0.00548028	      0.01351577	      0.02204099
      0.24000000	      0.00550227	      0.01354286	      0.02197575
      0.24500000	      0.00550764	      0.01354946	      0.02185316
      0.25000000	      0.00550758	      0.01354939	      0.02168345
      0.25500000	      0.00550986	      0.01355220	      0.02154231
      0.26000000	      0.00536733	      0.01337576	      0.02091937
      0.26500000	      0.00548841	      0.01352579	      0.02146310
      0.27000000	      0.00536732	      0.01337575	      0.02105287
      0.27500000	      0.00558003	      0.01363821	      0.02313249
      0.28000000	      0.00546930	      0.01350222	      0.02214035
      0.28500000	      0.00561073	      0.01367568	      0.02243433
      0.29000000	      0.00553766	      0.01358634	      0.02169556
      0.29500000	      0.00568928	      0.01377108	      0.02228022
      0.30000000	      0.00565162	      0.01372543	      0.02182598
      0.30500000	      0.00566258	      0.01373873	      0.02160424
      0.31000000	      0.00592554	      0.01405411	      0.02594805
      0.31500000	      0.00596396	      0.01409960	      0.02600811
      0.32000000	      0.00598447	      0.01412382	      0.02602873
      0.32500000	      0.00601429	      0.01415897	      0.02617582
      0.33000000	      0.00603239	      0.01418025	      0.02630884
      0.33500000	      0.00602147	      0.01416741	      0.02634033
