IKResults
version=1
nRows=1714
nColumns=67
inDegrees=yes

Units are S.I. units (second, meters, Newtons, ...)
Angles are in degrees.

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	knee_rot_r	knee_adduc_r	ankle_angle_r	ankle_rot_r	ankle_add_r	subtalar_angle_r	mtp_angle_r	mtp_rot_r	mtp_add_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	knee_rot_l	knee_adduc_l	ankle_angle_l	ankle_rot_l	ankle_add_l	subtalar_angle_l	mtp_angle_l	mtp_rot_l	mtp_add_l	lumbar_extension	lumbar_bending	lumbar_rotation	neck_flexion	neck_lateral_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	elbow_rot_r	elbow_add_r	pro_sup_r	wrist_flex_r	wrist_adduc_r	wrist_rot_r	wrist_dev_r	hand_finger_flex_r	hand_finger_adduc_r	hand_finger_rot_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	elbow_rot_l	elbow_add_l	pro_sup_l	wrist_flex_l	wrist_adduc_l	wrist_rot_l	wrist_dev_l	hand_finger_flex_l	hand_finger_adduc_l	hand_finger_rot_l
      0.00000000	     -3.44782223	     -8.22390743	     19.86176934	     -2.80337293	      0.62421894	      0.65408843	     35.67708287	     -7.61815445	    -23.18603881	    -41.56874909	     -5.00000000	     -1.44085190	     21.96788223	     -4.75689321	     -4.27301034	    -20.82026831	      2.10772423	     -2.00000000	      1.99999343	     23.34929810	     -5.93203086	     24.45015046	    -44.82781583	      5.00000000	     -1.29625440	     24.47303770	      5.00000000	      3.18481027	    -20.03709329	      2.44889045	      2.00000000	     -1.31102901	    -10.64538072	      7.43909663	     -2.70226290	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.00500000	     -4.70201731	     -9.74549341	     19.28322307	     -2.79801233	      0.62230526	      0.65624589	     36.99213337	     -5.81036819	    -23.28276762	    -40.36591383	     -5.00000000	     -1.85200431	     19.92452613	     -4.80676751	     -3.56802930	    -19.58820695	      1.90846975	     -2.00000000	      2.00000000	     24.88451501	     -7.74346968	     24.59998195	    -44.95919054	      5.00000000	     -1.80695422	     26.21788241	      5.00000000	      4.33688579	    -22.25716913	      2.36654632	      2.00000000	     -1.46182729	     -8.10019948	      8.46689600	     -2.27408342	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01000000	     -4.88013450	     -9.73225378	     19.59324274	     -2.79425272	      0.62148676	      0.65673932	     36.87859749	     -5.90745165	    -22.74962238	    -39.89954831	     -5.00000000	     -1.44766775	     19.70193296	     -4.42233290	     -3.53511563	    -19.26377663	      1.95117333	     -2.00000000	      2.00000000	     24.89973332	     -7.77735378	     24.74919560	    -45.11188151	      5.00000000	     -1.80102676	     25.99483583	      4.97818713	      4.33921782	    -22.13034986	      2.29814414	      2.00000000	     -1.45232073	     -7.50858453	      8.50651098	     -2.78795042	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01500000	     -4.99676413	     -9.71549511	     19.89477473	     -2.79107147	      0.62059016	      0.65731759	     36.86332296	     -5.98352536	    -22.29689866	    -39.74417374	     -5.00000000	     -1.16394746	     19.42642125	     -4.10437870	     -3.58662049	    -19.02093036	      2.01261766	     -2.00000000	      2.00000000	     24.97738438	     -7.79337416	     24.85939554	    -45.40338454	      5.00000000	     -1.78150578	     25.91864445	      4.98897631	      4.37434779	    -22.06940751	      2.23601551	      2.00000000	     -1.45382568	     -7.12099497	      8.57802544	     -3.22947039	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02000000	     -4.99085166	     -9.62560168	     20.04040184	     -2.78776813	      0.61984833	      0.65797128	     36.80615286	     -5.96953217	    -22.20008562	    -39.82831291	     -5.00000000	     -1.25955066	     19.40607484	     -4.08970045	     -3.59373053	    -19.01062322	      2.01664812	     -2.00000000	      2.00000000	     24.82683022	     -7.86335918	     24.83733206	    -45.65257832	      5.00000000	     -1.79678950	     25.91959936	      4.99425480	      4.37761751	    -22.07021601	      2.23270164	      2.00000000	     -1.45454061	     -6.90406216	      8.58729946	     -3.26657813	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02500000	     -4.95950020	     -9.55496536	     20.15850575	     -2.78419625	      0.61921852	      0.65870275	     36.74122370	     -5.88631863	    -22.09978059	    -40.14321192	     -5.00000000	     -1.35374910	     19.37982851	     -4.06804262	     -3.60388984	    -18.99711833	      2.02179659	     -2.00000000	      2.00000000	     24.61215195	     -7.95843923	     24.83822680	    -45.90010408	      5.00000000	     -1.77715238	     25.92242481	      4.99990241	      4.38041851	    -22.07070170	      2.22889663	      2.00000000	     -1.45540174	     -6.63433293	      8.58026095	     -3.38255753	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03000000	     -4.89544269	     -9.52715977	     20.22285092	     -2.78082025	      0.61855349	      0.65953399	     36.83087928	     -5.76237149	    -21.96837886	    -40.90279849	     -5.00000000	     -1.44332841	     19.34079809	     -4.03383070	     -3.64301770	    -18.99048826	      2.03675076	     -2.00000000	      2.00000000	     24.32537980	     -8.12704996	     24.85187197	    -46.01435886	      5.00000000	     -1.73210889	     25.93866725	      5.00000000	      4.38581725	    -22.06968913	      2.21854759	      2.00000000	     -1.45772886	     -6.43999200	      8.66470901	     -3.71863166	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03500000	     -4.81273384	     -9.48708744	     20.32554766	     -2.77731287	      0.61793770	      0.66041380	     36.87638867	     -5.64233111	    -21.91522118	    -41.71261604	     -5.00000000	     -1.56050066	     19.33811511	     -4.05738457	     -3.68730117	    -19.02853315	      2.04828641	     -2.00000000	      2.00000000	     24.05622424	     -8.27667186	     24.85665051	    -46.20642499	      5.00000000	     -1.67883569	     25.95948111	      5.00000000	      4.39053047	    -22.07515229	      2.20926645	      2.00000000	     -1.46025475	     -6.22656525	      8.71075031	     -3.90744202	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04000000	     -4.72290256	     -9.44934440	     20.40052863	     -2.77392382	      0.61731421	      0.66122871	     36.95001869	     -5.51017460	    -21.91245704	    -42.60779793	     -5.00000000	     -1.74269386	     19.37136568	     -4.14186358	     -3.74165333	    -19.11515742	      2.05790506	     -2.00000000	      2.00000000	     23.78655272	     -8.40963748	     24.85113982	    -46.40397907	      5.00000000	     -1.62265158	     25.98580695	      5.00000000	      4.39487041	    -22.08790996	      2.19885580	      2.00000000	     -1.46316287	     -6.05799526	      8.77639164	     -4.07581174	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04500000	     -4.63110150	     -9.40789515	     20.44639690	     -2.77062954	      0.61668673	      0.66211201	     37.03544655	     -5.35143090	    -21.94514790	    -43.46747149	     -5.00000000	     -1.97708033	     19.43327844	     -4.28043334	     -3.80106910	    -19.24127274	      2.06451175	     -2.00000000	      2.00000000	     23.52465813	     -8.53106637	     24.83903774	    -46.63527696	      5.00000000	     -1.55576532	     26.01524121	      5.00000000	      4.39871678	    -22.11017046	      2.18706059	      2.00000000	     -1.46629810	     -5.92243246	      8.83000986	     -4.22588543	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
