Model Marker Errors from IK
version=1
nRows=800
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00586815	      0.01398588	      0.02685441
      0.00500000	      0.00560267	      0.01366586	      0.02009950
      0.01000000	      0.00560107	      0.01366390	      0.01938020
      0.01500000	      0.00563173	      0.01370125	      0.01923284
      0.02000000	      0.00559398	      0.01365526	      0.01947259
      0.02500000	      0.00563392	      0.01370391	      0.01975712
      0.03000000	      0.00564139	      0.01371300	      0.01982880
      0.03500000	      0.00566524	      0.01374196	      0.01999135
      0.04000000	      0.00568127	      0.01376138	      0.02009538
      0.04500000	      0.00568222	      0.01376253	      0.02017057
      0.05000000	      0.00567029	      0.01374808	      0.02021834
      0.05500000	      0.00552365	      0.01356915	      0.02088701
      0.06000000	      0.00550116	      0.01354150	      0.02095814
      0.06500000	      0.00545990	      0.01349061	      0.02105187
      0.07000000	      0.00534002	      0.01334169	      0.02104404
      0.07500000	      0.00529264	      0.01328237	      0.02109592
      0.08000000	      0.00524576	      0.01322341	      0.02113084
      0.08500000	      0.00521397	      0.01318329	      0.02116395
      0.09000000	      0.00519262	      0.01315626	      0.02114962
      0.09500000	      0.00514916	      0.01310110	      0.02073182
      0.10000000	      0.00515641	      0.01311031	      0.02080072
      0.10500000	      0.00516888	      0.01312615	      0.02082182
      0.11000000	      0.00518596	      0.01314783	      0.02087314
      0.11500000	      0.00519946	      0.01316493	      0.02077238
      0.12000000	      0.00521586	      0.01318567	      0.02079842
      0.12500000	      0.00521267	      0.01318164	      0.02067124
      0.13000000	      0.00519806	      0.01316316	      0.02055298
      0.13500000	      0.00517770	      0.01313735	      0.02040384
      0.14000000	      0.00514972	      0.01310180	      0.02015591
      0.14500000	      0.00511465	      0.01305712	      0.01993363
      0.15000000	      0.00509331	      0.01302985	      0.01996521
      0.15500000	      0.00506021	      0.01298744	      0.02023885
      0.16000000	      0.00504666	      0.01297004	      0.02024796
      0.16500000	      0.00503111	      0.01295004	      0.02044800
      0.17000000	      0.00502919	      0.01294757	      0.02046661
      0.17500000	      0.00502491	      0.01294206	      0.02042187
      0.18000000	      0.00502382	      0.01294066	      0.02041069
      0.18500000	      0.00502623	      0.01294376	      0.02038937
      0.19000000	      0.00501685	      0.01293168	      0.02060879
      0.19500000	      0.00500955	      0.01292227	      0.02044995
      0.20000000	      0.00500497	      0.01291635	      0.02059316
      0.20500000	      0.00498765	      0.01289399	      0.02083818
      0.21000000	      0.00498933	      0.01289616	      0.02096114
      0.21500000	      0.00499425	      0.01290251	      0.02124281
      0.22000000	      0.00502324	      0.01293991	      0.02176661
      0.22500000	      0.00504851	      0.01297243	      0.02205000
      0.23000000	      0.00510639	      0.01304658	      0.02248900
      0.23500000	      0.00518560	      0.01314737	      0.02282955
      0.24000000	      0.00528274	      0.01326994	      0.02307136
      0.24500000	      0.00539515	      0.01341038	      0.02325141
      0.25000000	      0.00548658	      0.01352354	      0.02294047
      0.25500000	      0.00561450	      0.01368027	      0.02309199
      0.26000000	      0.00575787	      0.01385384	      0.02317980
      0.26500000	      0.00590862	      0.01403402	      0.02323404
      0.27000000	      0.00602652	      0.01417336	      0.02288631
      0.27500000	      0.00616657	      0.01433710	      0.02310652
      0.28000000	      0.00631150	      0.01450460	      0.02331478
      0.28500000	      0.00642302	      0.01463218	      0.02408336
      0.29000000	      0.00649795	      0.01471727	      0.02420833
      0.29500000	      0.00657389	      0.01480303	      0.02472929
      0.30000000	      0.00669494	      0.01493870	      0.02459272
      0.30500000	      0.00662763	      0.01486341	      0.02539922
      0.31000000	      0.00667197	      0.01491305	      0.02519818
      0.31500000	      0.00658051	      0.01481048	      0.02488912
      0.32000000	      0.00652315	      0.01474579	      0.02489418
      0.32500000	      0.00647512	      0.01469140	      0.02439775
      0.33000000	      0.00640527	      0.01461195	      0.02383077
      0.33500000	      0.00624291	      0.01442556	      0.02391312
      0.34000000	      0.00613991	      0.01430607	      0.02316437
      0.34500000	      0.00598941	      0.01412965	      0.02304490
      0.35000000	      0.00587826	      0.01399793	      0.02246800
      0.35500000	      0.00578591	      0.01388754	      0.02214787
      0.36000000	      0.00570406	      0.01378896	      0.02220401
      0.36500000	      0.00565910	      0.01373451	      0.02248425
      0.37000000	      0.00568074	      0.01376075	      0.02257397
      0.37500000	      0.00572559	      0.01381495	      0.02282455
      0.38000000	      0.00578268	      0.01388366	      0.02301439
      0.38500000	      0.00582798	      0.01393793	      0.02357946
      0.39000000	      0.00585720	      0.01397283	      0.02350114
      0.39500000	      0.00587864	      0.01399838	      0.02309945
      0.40000000	      0.00585389	      0.01396888	      0.02254870
      0.40500000	      0.00578045	      0.01388098	      0.02217810
      0.41000000	      0.00563368	      0.01370363	      0.02170190
      0.41500000	      0.00555820	      0.01361151	      0.02081544
      0.42000000	      0.00547124	      0.01350462	      0.02028617
      0.42500000	      0.00544145	      0.01346781	      0.01962328
      0.43000000	      0.00541271	      0.01343219	      0.01943272
      0.43500000	      0.00539959	      0.01341590	      0.01887908
      0.44000000	      0.00545671	      0.01348667	      0.01870635
      0.44500000	      0.00550940	      0.01355163	      0.01877326
      0.45000000	      0.00559072	      0.01365127	      0.01911287
      0.45500000	      0.00569204	      0.01377442	      0.01938540
      0.46000000	      0.00577729	      0.01387718	      0.01946059
      0.46500000	      0.00585161	      0.01396616	      0.02013661
      0.47000000	      0.00593136	      0.01406101	      0.02045453
      0.47500000	      0.00596200	      0.01409728	      0.02073334
      0.48000000	      0.00600608	      0.01414930	      0.02107165
      0.48500000	      0.00601629	      0.01416132	      0.02127432
      0.49000000	      0.00602170	      0.01416768	      0.02138559
      0.49500000	      0.00605072	      0.01420178	      0.02128866
      0.50000000	      0.00598339	      0.01412255	      0.02137984
      0.50500000	      0.00598214	      0.01412108	      0.02118893
      0.51000000	      0.00594414	      0.01407616	      0.02112732
      0.51500000	      0.00592679	      0.01405559	      0.02099147
      0.52000000	      0.00592852	      0.01405764	      0.02074939
      0.52500000	      0.00585825	      0.01397409	      0.02082161
      0.53000000	      0.00587215	      0.01399065	      0.02059914
      0.53500000	      0.00583843	      0.01395042	      0.02068852
      0.54000000	      0.00583261	      0.01394347	      0.02073903
      0.54500000	      0.00584290	      0.01395576	      0.02080479
      0.55000000	      0.00585421	      0.01396926	      0.02087620
      0.55500000	      0.00588625	      0.01400743	      0.02118074
      0.56000000	      0.00590225	      0.01402646	      0.02142385
      0.56500000	      0.00594025	      0.01407154	      0.02164878
      0.57000000	      0.00595693	      0.01409129	      0.02187438
      0.57500000	      0.00599252	      0.01413332	      0.02197290
      0.58000000	      0.00600480	      0.01414779	      0.02204032
      0.58500000	      0.00600947	      0.01415330	      0.02205226
      0.59000000	      0.00602209	      0.01416814	      0.02209465
      0.59500000	      0.00602206	      0.01416811	      0.02207036
      0.60000000	      0.00602538	      0.01417202	      0.02212089
      0.60500000	      0.00603202	      0.01417982	      0.02223322
      0.61000000	      0.00605057	      0.01420161	      0.02221158
      0.61500000	      0.00606939	      0.01422367	      0.02226506
      0.62000000	      0.00610349	      0.01426358	      0.02256193
      0.62500000	      0.00612944	      0.01429386	      0.02249135
      0.63000000	      0.00618177	      0.01435476	      0.02290862
      0.63500000	      0.00622251	      0.01440198	      0.02321182
      0.64000000	      0.00623880	      0.01442082	      0.02301540
