Model Marker Errors from IK
version=1
nRows=2327
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00717259	      0.01572675	      0.02909294
      0.00500000	      0.00717778	      0.01573244	      0.02814936
      0.01000000	      0.00719672	      0.01575318	      0.02734202
      0.01500000	      0.00707778	      0.01562246	      0.02677831
      0.02000000	      0.00714854	      0.01570036	      0.02675307
      0.02500000	      0.00721255	      0.01577050	      0.02680436
      0.03000000	      0.00719545	      0.01575179	      0.02707368
      0.03500000	      0.00724291	      0.01580365	      0.02708738
      0.04000000	      0.00728776	      0.01585251	      0.02713767
      0.04500000	      0.00717990	      0.01573476	      0.02667249
      0.05000000	      0.00724479	      0.01580571	      0.02677828
      0.05500000	      0.00730228	      0.01586830	      0.02750902
      0.06000000	      0.00734319	      0.01591268	      0.02816973
      0.06500000	      0.00736856	      0.01594014	      0.02859352
      0.07000000	      0.00737699	      0.01594926	      0.02877278
      0.07500000	      0.00720690	      0.01576432	      0.02850796
      0.08000000	      0.00726345	      0.01582605	      0.02869250
      0.08500000	      0.00729617	      0.01586166	      0.02869705
      0.09000000	      0.00718496	      0.01574030	      0.02864129
      0.09500000	      0.00723218	      0.01579194	      0.02865745
      0.10000000	      0.00725507	      0.01581692	      0.02853875
      0.10500000	      0.00726927	      0.01583238	      0.02836102
      0.11000000	      0.00710780	      0.01565556	      0.02808727
      0.11500000	      0.00714572	      0.01569726	      0.02800826
      0.12000000	      0.00716140	      0.01571448	      0.02780090
      0.12500000	      0.00716338	      0.01571665	      0.02753616
      0.13000000	      0.00714923	      0.01570112	      0.02717469
      0.13500000	      0.00703574	      0.01557600	      0.02699700
      0.14000000	      0.00703937	      0.01558002	      0.02671227
      0.14500000	      0.00703032	      0.01557000	      0.02634737
      0.15000000	      0.00700889	      0.01554625	      0.02589126
      0.15500000	      0.00697042	      0.01550353	      0.02596701
      0.16000000	      0.00684208	      0.01536014	      0.02493710
      0.16500000	      0.00684964	      0.01536862	      0.02503239
      0.17000000	      0.00682034	      0.01533572	      0.02512191
      0.17500000	      0.00677795	      0.01528799	      0.02397370
      0.18000000	      0.00677459	      0.01528419	      0.02425237
      0.18500000	      0.00677369	      0.01528318	      0.02439695
      0.19000000	      0.00679804	      0.01531062	      0.02378170
      0.19500000	      0.00679736	      0.01530986	      0.02364095
      0.20000000	      0.00681759	      0.01533262	      0.02379340
      0.20500000	      0.00685469	      0.01537428	      0.02391763
      0.21000000	      0.00691517	      0.01544196	      0.02427886
      0.21500000	      0.00695465	      0.01548598	      0.02401630
      0.22000000	      0.00701196	      0.01554965	      0.02422392
      0.22500000	      0.00707458	      0.01561893	      0.02437083
      0.23000000	      0.00714498	      0.01569645	      0.02452490
      0.23500000	      0.00719538	      0.01575171	      0.02459133
      0.24000000	      0.00727959	      0.01584362	      0.02462152
      0.24500000	      0.00736518	      0.01593649	      0.02489113
      0.25000000	      0.00739891	      0.01597294	      0.02507606
      0.25500000	      0.00746827	      0.01604764	      0.02548603
      0.26000000	      0.00753534	      0.01611953	      0.02586204
      0.26500000	      0.00751470	      0.01609744	      0.02579913
      0.27000000	      0.00772138	      0.01631730	      0.02663310
      0.27500000	      0.00798172	      0.01659010	      0.02766497
      0.28000000	      0.00786391	      0.01646722	      0.02753155
      0.28500000	      0.00798282	      0.01659125	      0.02923585
      0.29000000	      0.00797062	      0.01657856	      0.02917702
      0.29500000	      0.00802317	      0.01663313	      0.02926672
      0.30000000	      0.00810331	      0.01671600	      0.02944226
      0.30500000	      0.00810222	      0.01671487	      0.02941333
