Model Marker Errors from IK
version=1
nRows=650
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00753267	      0.01584579	      0.03102213
      0.00500000	      0.00743591	      0.01574369	      0.03075126
      0.01000000	      0.00735989	      0.01566300	      0.03010238
      0.01500000	      0.00730472	      0.01560419	      0.02925869
      0.02000000	      0.00724360	      0.01553877	      0.02861312
      0.02500000	      0.00712250	      0.01540833	      0.02810636
      0.03000000	      0.00703561	      0.01531406	      0.02764481
      0.03500000	      0.00694960	      0.01522016	      0.02721893
      0.04000000	      0.00675416	      0.01500462	      0.02635964
      0.04500000	      0.00667497	      0.01491640	      0.02607745
      0.05000000	      0.00664673	      0.01488482	      0.02600732
      0.05500000	      0.00661538	      0.01484967	      0.02593091
      0.06000000	      0.00655616	      0.01478306	      0.02567824
      0.06500000	      0.00657357	      0.01480267	      0.02557809
      0.07000000	      0.00657212	      0.01480104	      0.02564045
      0.07500000	      0.00639647	      0.01460191	      0.02594791
      0.08000000	      0.00636258	      0.01456318	      0.02573868
      0.08500000	      0.00608534	      0.01424236	      0.02581831
      0.09000000	      0.00593095	      0.01406052	      0.02559418
      0.09500000	      0.00581988	      0.01392824	      0.02594308
      0.10000000	      0.00568013	      0.01376000	      0.02604320
      0.10500000	      0.00549402	      0.01353270	      0.02631624
      0.11000000	      0.00537506	      0.01338539	      0.02647733
      0.11500000	      0.00523772	      0.01321328	      0.02704747
      0.12000000	      0.00515523	      0.01310882	      0.02688406
      0.12500000	      0.00516959	      0.01312705	      0.02768865
      0.13000000	      0.00517604	      0.01313524	      0.02825028
      0.13500000	      0.00525866	      0.01323966	      0.02856307
      0.14000000	      0.00537441	      0.01338459	      0.02883134
      0.14500000	      0.00550305	      0.01354382	      0.02976698
      0.15000000	      0.00563481	      0.01370500	      0.03020832
      0.15500000	      0.00575262	      0.01384752	      0.03024022
      0.16000000	      0.00589632	      0.01401941	      0.03107241
      0.16500000	      0.00599064	      0.01413110	      0.03108667
      0.17000000	      0.00607981	      0.01423588	      0.03171888
      0.17500000	      0.00612671	      0.01429068	      0.03166622
      0.18000000	      0.00617375	      0.01434544	      0.03205407
      0.18500000	      0.00618363	      0.01435692	      0.03193881
      0.19000000	      0.00624640	      0.01442960	      0.03221038
      0.19500000	      0.00621060	      0.01438819	      0.03216335
      0.20000000	      0.00623374	      0.01441497	      0.03219626
      0.20500000	      0.00619739	      0.01437288	      0.03164780
      0.21000000	      0.00622971	      0.01441031	      0.03173676
      0.21500000	      0.00616371	      0.01433378	      0.03116103
      0.22000000	      0.00614514	      0.01431216	      0.03082314
      0.22500000	      0.00612452	      0.01428813	      0.03058956
      0.23000000	      0.00609672	      0.01425566	      0.03030013
      0.23500000	      0.00607056	      0.01422505	      0.03004822
      0.24000000	      0.00602836	      0.01417551	      0.02954004
      0.24500000	      0.00599452	      0.01413567	      0.02914392
      0.25000000	      0.00596574	      0.01410170	      0.02874562
      0.25500000	      0.00593908	      0.01407015	      0.02845595
      0.26000000	      0.00591000	      0.01403566	      0.02799806
      0.26500000	      0.00587486	      0.01399388	      0.02756601
      0.27000000	      0.00583607	      0.01394760	      0.02711918
      0.27500000	      0.00579667	      0.01390044	      0.02672471
      0.28000000	      0.00574524	      0.01383865	      0.02622701
      0.28500000	      0.00569190	      0.01377425	      0.02576285
      0.29000000	      0.00563416	      0.01370420	      0.02528412
      0.29500000	      0.00557899	      0.01363695	      0.02481318
      0.30000000	      0.00553485	      0.01358289	      0.02428355
      0.30500000	      0.00548305	      0.01351919	      0.02385048
      0.31000000	      0.00544152	      0.01346789	      0.02372416
      0.31500000	      0.00544146	      0.01346781	      0.02383585
