IKResults
version=1
nRows=850
nColumns=67
inDegrees=yes

Units are S.I. units (second, meters, Newtons, ...)
Angles are in degrees.

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	knee_rot_r	knee_adduc_r	ankle_angle_r	ankle_rot_r	ankle_add_r	subtalar_angle_r	mtp_angle_r	mtp_rot_r	mtp_add_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	knee_rot_l	knee_adduc_l	ankle_angle_l	ankle_rot_l	ankle_add_l	subtalar_angle_l	mtp_angle_l	mtp_rot_l	mtp_add_l	lumbar_extension	lumbar_bending	lumbar_rotation	neck_flexion	neck_lateral_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	elbow_rot_r	elbow_add_r	pro_sup_r	wrist_flex_r	wrist_adduc_r	wrist_rot_r	wrist_dev_r	hand_finger_flex_r	hand_finger_adduc_r	hand_finger_rot_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	elbow_rot_l	elbow_add_l	pro_sup_l	wrist_flex_l	wrist_adduc_l	wrist_rot_l	wrist_dev_l	hand_finger_flex_l	hand_finger_adduc_l	hand_finger_rot_l
      0.00000000	     12.48182783	      0.67813933	     -3.27138177	     -3.33212957	      0.76463164	      0.45517451	     -8.63590380	      6.70343999	     -2.38225907	     -8.04558685	     -5.00000000	     -0.30006913	      7.68242827	     -4.99981790	      1.08141225	     -3.49765800	      0.69064320	     -0.17107198	      0.34682844	      5.32271428	     -0.16536653	     -2.59986537	    -61.18306980	      3.37934670	      1.90905598	     -0.25986665	     -0.94033597	      4.89529014	     -3.09870122	      1.09329512	     -0.19244800	     -0.44913021	    -24.18156464	     -2.23873188	     -0.05795836	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.00500000	     11.63568732	      0.42817867	     -3.17450288	     -3.32853003	      0.76389799	      0.45608325	     -8.32504503	      7.12034805	     -2.00514595	     -7.48716739	     -5.00000000	     -0.30360200	      7.55008259	     -4.95350116	      0.68580291	     -3.67731586	      1.83742931	     -0.13972834	      0.85310121	      7.52922783	     -0.73660566	      3.25715862	    -61.60084067	      5.00000000	     -3.45002247	     -0.18174758	     -1.45352742	      5.00000000	     -6.42783421	      3.63442670	     -0.69290717	     -1.47770955	    -23.76986383	     -1.88310227	     -0.25747590	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01000000	     11.22096844	      0.70195533	     -3.73198377	     -3.32374126	      0.76390095	      0.45732945	     -8.54649233	      6.75933559	     -2.04714397	     -7.01636486	     -5.00000000	     -0.32279786	      7.58182786	     -4.35228009	      0.82027324	     -3.22466141	      2.07010149	     -0.12219797	      0.95293626	      8.80712049	     -0.46564968	      2.78654907	    -61.00701518	      5.00000000	     -3.36166289	      0.01317933	     -1.07563343	      5.00000000	     -7.06669221	      4.15670740	     -0.76494782	     -1.69426918	    -23.46878377	     -2.37440229	      0.12910036	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01500000	     11.04899283	      0.71807050	     -4.06753048	     -3.31892471	      0.76402452	      0.45839269	     -9.16321018	      6.72736379	     -1.93522465	     -6.32441584	     -5.00000000	     -0.34155271	      7.82683723	     -4.14229291	      0.94222864	     -3.05525523	      2.15109556	     -0.11836573	      0.98816559	      9.79116296	     -0.49675243	      2.60678876	    -60.42892052	      5.00000000	     -3.37002544	      0.34828081	     -0.80910723	      5.00000000	     -7.43029803	      4.32693351	     -0.78431196	     -1.76567580	    -23.43050555	     -2.47710160	      0.36688769	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02000000	     10.91312919	      0.75445370	     -4.50338255	     -3.31446822	      0.76399644	      0.45953709	     -9.71462959	      6.64317735	     -1.87052523	     -5.77136125	     -5.00000000	     -0.34354594	      7.99711716	     -3.93605514	      1.04602939	     -2.88946026	      2.19937995	     -0.11510140	      1.00894387	     10.77359154	     -0.52022100	      2.41726788	    -59.92781036	      5.00000000	     -3.44036176	      0.66984477	     -0.53514315	      5.00000000	     -7.75892913	      4.43053848	     -0.79367247	     -1.80967074	    -23.51902192	     -2.67798939	      0.60515609	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02500000	     10.69226691	      0.93199735	     -5.24495651	     -3.30980500	      0.76406412	      0.46082699	    -10.03510676	      6.37419593	     -1.70681817	     -5.48560124	     -5.00000000	     -0.46685580	      8.24363953	     -3.28406064	      1.35290682	     -2.32511720	      2.35269208	     -0.11498578	      1.07718382	     11.56744060	     -0.40225565	      2.04261064	    -58.99935320	      5.00000000	     -3.57155716	      1.12029134	     -0.26912783	      5.00000000	     -8.33258376	      4.77343246	     -0.84236650	     -1.95108682	    -23.36155839	     -3.09390079	      1.44830925	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03000000	     10.55671445	      0.92732744	     -5.63394347	     -3.30522780	      0.76400052	      0.46191983	    -10.60996269	      6.32631537	     -1.67126164	     -4.89274173	     -5.00000000	     -0.43967385	      8.44870892	     -3.14668481	      1.48485049	     -2.18339419	      2.40253138	     -0.11926134	      1.10031868	     12.40964187	     -0.49105698	      1.85955419	    -58.27554487	      5.00000000	     -3.61242427	      1.31350526	     -0.08402760	      5.00000000	     -8.58970110	      4.88124101	     -0.85494640	     -1.99613449	    -23.35089710	     -3.22811285	      1.64886461	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03500000	     10.43225590	      1.10916722	     -6.37542675	     -3.30070477	      0.76397954	      0.46313192	    -10.98227740	      6.02014729	     -1.55516709	     -4.66876203	     -5.00000000	     -0.55226015	      8.67226044	     -2.62424515	      1.85467747	     -1.64045579	      2.55646841	     -0.14440287	      1.17442162	     13.06802295	     -0.37132996	      1.40819329	    -57.25842990	      5.00000000	     -3.64632322	      1.62258842	      0.03926650	      5.00000000	     -9.11050224	      5.25624134	     -0.90750909	     -2.00000000	    -23.34927211	     -3.64241557	      2.43871776	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04000000	     10.31493073	      1.08786252	     -6.69299405	     -3.29600177	      0.76387436	      0.46408759	    -11.52989900	      6.01473948	     -1.53066257	     -4.19240491	     -5.00000000	     -0.54909372	      8.84586322	     -2.55736757	      1.97086176	     -1.54452572	      2.59455689	     -0.15391377	      1.19348431	     13.76440634	     -0.43426971	      1.29335041	    -56.29014998	      5.00000000	     -3.64224658	      1.81086078	      0.15932307	      5.00000000	     -9.30853713	      5.34680416	     -0.91674220	     -2.00000000	    -23.31997093	     -3.69531470	      2.61912656	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04500000	     10.21803689	      1.22397127	     -7.23514653	     -3.29149579	      0.76367351	      0.46519071	    -12.00606768	      5.80870314	     -1.41859761	     -3.81031317	     -5.00000000	     -0.62952472	      9.03102267	     -2.27725452	      2.20598532	     -1.23629175	      2.67056799	     -0.17613335	      1.23224546	     14.41584522	     -0.33786631	      1.01130520	    -55.25117866	      5.00000000	     -3.64741013	      2.18495518	      0.33267044	      5.00000000	     -9.69942561	      5.55717076	     -0.93837581	     -2.00000000	    -23.38948006	     -4.06686982	      3.19540466	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
