Model Marker Errors from IK
version=1
nRows=1799
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.01658738	      0.02351410	      0.07548873
      0.00500000	      0.01517721	      0.02249238	      0.09150803
      0.01000000	      0.01461689	      0.02207328	      0.08963677
      0.01500000	      0.01422093	      0.02177226	      0.08819678
      0.02000000	      0.01381737	      0.02146111	      0.08639612
      0.02500000	      0.01345432	      0.02117728	      0.08488538
      0.03000000	      0.01310599	      0.02090135	      0.08287128
      0.03500000	      0.01273623	      0.02060439	      0.08109251
      0.04000000	      0.01239367	      0.02032541	      0.07919566
      0.04500000	      0.01201285	      0.02001070	      0.07800282
      0.05000000	      0.01161478	      0.01967636	      0.07581952
      0.05500000	      0.01129606	      0.01940452	      0.07363719
      0.06000000	      0.01088825	      0.01905103	      0.07162787
      0.06500000	      0.01047981	      0.01869029	      0.06921313
      0.07000000	      0.01015744	      0.01840058	      0.06658518
      0.07500000	      0.00972100	      0.01800093	      0.06423325
      0.08000000	      0.00943334	      0.01773258	      0.06162760
      0.08500000	      0.00899771	      0.01731831	      0.05912719
      0.09000000	      0.00886418	      0.01718932	      0.05826902
      0.09500000	      0.00849141	      0.01682400	      0.05520363
      0.10000000	      0.00818730	      0.01651999	      0.05224900
      0.10500000	      0.00783210	      0.01615766	      0.04946667
      0.11000000	      0.00763864	      0.01595686	      0.04640595
      0.11500000	      0.00731927	      0.01561973	      0.04353591
      0.12000000	      0.00700572	      0.01528149	      0.04024001
      0.12500000	      0.00695625	      0.01522744	      0.03748606
      0.13000000	      0.00668559	      0.01492826	      0.03479121
      0.13500000	      0.00656442	      0.01479237	      0.03163405
      0.14000000	      0.00643598	      0.01464693	      0.02856796
      0.14500000	      0.00631662	      0.01451047	      0.02579758
      0.15000000	      0.00611632	      0.01427857	      0.02576319
      0.15500000	      0.00610059	      0.01426019	      0.02639612
      0.16000000	      0.00604162	      0.01419110	      0.02682935
      0.16500000	      0.00583862	      0.01395066	      0.02672800
      0.17000000	      0.00589211	      0.01401440	      0.02736842
      0.17500000	      0.00583399	      0.01394512	      0.02747597
      0.18000000	      0.00593187	      0.01406161	      0.02805750
      0.18500000	      0.00581172	      0.01391848	      0.02747604
      0.19000000	      0.00599087	      0.01413137	      0.02808704
      0.19500000	      0.00604221	      0.01419180	      0.02786880
      0.20000000	      0.00617343	      0.01434507	      0.02821952
      0.20500000	      0.00610517	      0.01426554	      0.02696517
      0.21000000	      0.00618829	      0.01436233	      0.02722836
      0.21500000	      0.00618351	      0.01435677	      0.02692423
      0.22000000	      0.00624618	      0.01442935	      0.02712318
      0.22500000	      0.00613695	      0.01430262	      0.02655867
      0.23000000	      0.00618799	      0.01436198	      0.02686001
      0.23500000	      0.00602709	      0.01417402	      0.02513036
      0.24000000	      0.00608688	      0.01424416	      0.02568814
      0.24500000	      0.00612648	      0.01429042	      0.02607116
      0.25000000	      0.00593822	      0.01406913	      0.02494886
      0.25500000	      0.00600313	      0.01414583	      0.02550126
      0.26000000	      0.00604184	      0.01419136	      0.02581754
      0.26500000	      0.00582691	      0.01393665	      0.02452106
      0.27000000	      0.00587518	      0.01399427	      0.02399828
      0.27500000	      0.00593466	      0.01406493	      0.02439904
      0.28000000	      0.00587770	      0.01399726	      0.02302884
      0.28500000	      0.00593439	      0.01406460	      0.02330298
      0.29000000	      0.00599376	      0.01413478	      0.02326843
      0.29500000	      0.00590100	      0.01402498	      0.02202222
      0.30000000	      0.00595335	      0.01408705	      0.02217685
      0.30500000	      0.00600001	      0.01414214	      0.02211874
      0.31000000	      0.00603516	      0.01418351	      0.02230692
      0.31500000	      0.00605504	      0.01420685	      0.02241550
      0.32000000	      0.00583214	      0.01394291	      0.02266140
      0.32500000	      0.00582810	      0.01393807	      0.02268631
      0.33000000	      0.00580241	      0.01390733	      0.02271854
      0.33500000	      0.00577557	      0.01387512	      0.02280955
      0.34000000	      0.00573504	      0.01382635	      0.02292634
      0.34500000	      0.00560530	      0.01366906	      0.02325472
      0.35000000	      0.00560411	      0.01366761	      0.02340040
      0.35500000	      0.00559343	      0.01365458	      0.02358222
      0.36000000	      0.00557524	      0.01363236	      0.02379095
      0.36500000	      0.00555949	      0.01361310	      0.02400891
      0.37000000	      0.00551849	      0.01356281	      0.02409809
      0.37500000	      0.00550720	      0.01354893	      0.02423450
      0.38000000	      0.00548895	      0.01352645	      0.02438618
      0.38500000	      0.00546186	      0.01349304	      0.02449399
      0.39000000	      0.00543650	      0.01346168	      0.02456700
      0.39500000	      0.00541040	      0.01342932	      0.02464140
      0.40000000	      0.00538423	      0.01339681	      0.02468286
      0.40500000	      0.00535814	      0.01336430	      0.02466856
