Model Marker Errors from IK
version=1
nRows=1748
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00490327	      0.01278445	      0.02111030
      0.00500000	      0.00483237	      0.01269170	      0.02147723
      0.01000000	      0.00483732	      0.01269818	      0.02133715
      0.01500000	      0.00491611	      0.01280119	      0.02147918
      0.02000000	      0.00490717	      0.01278955	      0.02126861
      0.02500000	      0.00494243	      0.01283540	      0.02112904
      0.03000000	      0.00489533	      0.01277410	      0.02087942
      0.03500000	      0.00495685	      0.01285412	      0.02102572
      0.04000000	      0.00495474	      0.01285138	      0.02120594
      0.04500000	      0.00495693	      0.01285423	      0.02128202
      0.05000000	      0.00491458	      0.01279919	      0.02128400
      0.05500000	      0.00487188	      0.01274347	      0.02131289
      0.06000000	      0.00485283	      0.01271852	      0.02142016
      0.06500000	      0.00483237	      0.01269169	      0.02141021
      0.07000000	      0.00485296	      0.01271870	      0.02147107
      0.07500000	      0.00487816	      0.01275168	      0.02148464
      0.08000000	      0.00486632	      0.01273619	      0.02130516
      0.08500000	      0.00492392	      0.01281134	      0.02133592
      0.09000000	      0.00494470	      0.01283835	      0.02116973
      0.09500000	      0.00508369	      0.01301754	      0.02151582
      0.10000000	      0.00508462	      0.01301873	      0.02132835
      0.10500000	      0.00514741	      0.01309887	      0.02144113
      0.11000000	      0.00511137	      0.01305293	      0.02118388
      0.11500000	      0.00510317	      0.01304246	      0.02121443
      0.12000000	      0.00514517	      0.01309602	      0.02128164
      0.12500000	      0.00514844	      0.01310018	      0.02146407
      0.13000000	      0.00510216	      0.01304117	      0.02137105
      0.13500000	      0.00524024	      0.01321645	      0.02170062
      0.14000000	      0.00510982	      0.01305096	      0.02154704
      0.14500000	      0.00523428	      0.01320894	      0.02182216
      0.15000000	      0.00507592	      0.01300759	      0.02150618
      0.15500000	      0.00506068	      0.01298805	      0.02143401
      0.16000000	      0.00509481	      0.01303177	      0.02152135
      0.16500000	      0.00519363	      0.01315754	      0.02179573
      0.17000000	      0.00505503	      0.01298079	      0.02154118
      0.17500000	      0.00502954	      0.01294802	      0.02148827
      0.18000000	      0.00509831	      0.01303625	      0.02173085
      0.18500000	      0.00505727	      0.01298367	      0.02161343
      0.19000000	      0.00504144	      0.01296334	      0.02174117
      0.19500000	      0.00497629	      0.01287930	      0.02163554
      0.20000000	      0.00499000	      0.01289703	      0.02174938
      0.20500000	      0.00498378	      0.01288899	      0.02177988
      0.21000000	      0.00497343	      0.01287559	      0.02192340
      0.21500000	      0.00495181	      0.01284758	      0.02178364
      0.22000000	      0.00494390	      0.01283732	      0.02173369
      0.22500000	      0.00488063	      0.01275491	      0.02137760
      0.23000000	      0.00490887	      0.01279175	      0.02149670
      0.23500000	      0.00491625	      0.01280137	      0.02150208
      0.24000000	      0.00492601	      0.01281407	      0.02148355
      0.24500000	      0.00493586	      0.01282687	      0.02145973
      0.25000000	      0.00494559	      0.01283950	      0.02144516
      0.25500000	      0.00496095	      0.01285944	      0.02142007
      0.26000000	      0.00498083	      0.01288518	      0.02141051
      0.26500000	      0.00499890	      0.01290852	      0.02137912
      0.27000000	      0.00496539	      0.01286519	      0.02117402
      0.27500000	      0.00502099	      0.01293701	      0.02120380
      0.28000000	      0.00508189	      0.01301524	      0.02115041
      0.28500000	      0.00517122	      0.01312913	      0.02106903
      0.29000000	      0.00530485	      0.01329769	      0.02093291
      0.29500000	      0.00539934	      0.01341559	      0.02175902
      0.30000000	      0.00559858	      0.01366087	      0.02390462
      0.30500000	      0.00583400	      0.01394512	      0.02867010
      0.31000000	      0.00608308	      0.01423971	      0.03283364
      0.31500000	      0.00630854	      0.01450120	      0.03648560
      0.32000000	      0.00643805	      0.01464928	      0.03830944
      0.32500000	      0.00650387	      0.01472398	      0.03949373
      0.33000000	      0.00641480	      0.01462282	      0.03687158
      0.33500000	      0.00628414	      0.01447312	      0.03527418
      0.34000000	      0.00609118	      0.01424919	      0.03283120
      0.34500000	      0.00587436	      0.01399329	      0.02966079
      0.35000000	      0.00570161	      0.01378600	      0.02682006
      0.35500000	      0.00553096	      0.01357812	      0.02368929
      0.36000000	      0.00534083	      0.01334271	      0.02353711
      0.36500000	      0.00520553	      0.01317262	      0.02338869
      0.37000000	      0.00510657	      0.01304681	      0.02319564
      0.37500000	      0.00505019	      0.01297458	      0.02356765
      0.38000000	      0.00496558	      0.01286543	      0.02321930
      0.38500000	      0.00494989	      0.01284509	      0.02312135
      0.39000000	      0.00488314	      0.01275818	      0.02273182
      0.39500000	      0.00490293	      0.01278401	      0.02280367
      0.40000000	      0.00483524	      0.01269545	      0.02230654
      0.40500000	      0.00489452	      0.01277305	      0.02262600
