Model Marker Errors from IK
version=1
nRows=1770
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.01745888	      0.02412390	      0.10870220
      0.00500000	      0.01728537	      0.02400373	      0.10786466
      0.01000000	      0.01710747	      0.02387989	      0.10696441
      0.01500000	      0.01695681	      0.02377450	      0.10615896
      0.02000000	      0.01677552	      0.02364707	      0.10535394
      0.02500000	      0.01648688	      0.02344275	      0.10420353
      0.03000000	      0.01626403	      0.02328378	      0.10321568
      0.03500000	      0.01603854	      0.02312181	      0.10217970
      0.04000000	      0.01579836	      0.02294803	      0.10103852
      0.04500000	      0.01555464	      0.02277033	      0.09968304
      0.05000000	      0.01530585	      0.02258750	      0.09870506
      0.05500000	      0.01504625	      0.02239513	      0.09741286
      0.06000000	      0.01473843	      0.02216486	      0.09603506
      0.06500000	      0.01443267	      0.02193374	      0.09472078
      0.07000000	      0.01410754	      0.02168528	      0.09322390
      0.07500000	      0.01375173	      0.02141007	      0.09125892
      0.08000000	      0.01342815	      0.02115668	      0.08957876
      0.08500000	      0.01308559	      0.02088507	      0.08805859
      0.09000000	      0.01272661	      0.02059661	      0.08599083
      0.09500000	      0.01237337	      0.02030876	      0.08415007
      0.10000000	      0.01201473	      0.02001227	      0.08254410
      0.10500000	      0.01164071	      0.01969832	      0.08035338
      0.11000000	      0.01126445	      0.01937735	      0.07835601
      0.11500000	      0.01089922	      0.01906063	      0.07648893
      0.12000000	      0.01051925	      0.01872543	      0.07427992
      0.12500000	      0.01014737	      0.01839146	      0.07254998
      0.13000000	      0.00978865	      0.01806345	      0.07003393
      0.13500000	      0.00944200	      0.01774072	      0.06769195
      0.14000000	      0.00910294	      0.01741928	      0.06547239
      0.14500000	      0.00875478	      0.01708291	      0.06329088
      0.15000000	      0.00843178	      0.01676482	      0.06106133
      0.15500000	      0.00811694	      0.01644885	      0.05876304
      0.16000000	      0.00779203	      0.01611627	      0.05577106
      0.16500000	      0.00748094	      0.01579128	      0.05385352
      0.17000000	      0.00721207	      0.01550491	      0.05127020
      0.17500000	      0.00691911	      0.01518673	      0.04861093
      0.18000000	      0.00662198	      0.01485707	      0.04638425
      0.18500000	      0.00638543	      0.01458929	      0.04376478
      0.19000000	      0.00615035	      0.01431823	      0.04076181
      0.19500000	      0.00590797	      0.01403326	      0.03825063
      0.20000000	      0.00567672	      0.01375587	      0.03553308
      0.20500000	      0.00546872	      0.01350150	      0.03203944
      0.21000000	      0.00530874	      0.01330255	      0.02896794
      0.21500000	      0.00520504	      0.01317199	      0.02575297
      0.22000000	      0.00511078	      0.01305218	      0.02239237
      0.22500000	      0.00508098	      0.01301407	      0.01924407
      0.23000000	      0.00509353	      0.01303013	      0.01784948
      0.23500000	      0.00510346	      0.01304283	      0.01839962
      0.24000000	      0.00512041	      0.01306447	      0.01898205
      0.24500000	      0.00515807	      0.01311243	      0.01915598
      0.25000000	      0.00515052	      0.01310282	      0.01938131
      0.25500000	      0.00513988	      0.01308928	      0.01947288
      0.26000000	      0.00518197	      0.01314277	      0.01921418
      0.26500000	      0.00517227	      0.01313047	      0.01924029
      0.27000000	      0.00521055	      0.01317896	      0.01929846
      0.27500000	      0.00524394	      0.01322112	      0.01934951
      0.28000000	      0.00528362	      0.01327105	      0.01942530
      0.28500000	      0.00534482	      0.01334769	      0.01957067
      0.29000000	      0.00535874	      0.01336506	      0.01950155
      0.29500000	      0.00538433	      0.01339692	      0.01950083
      0.30000000	      0.00545110	      0.01347973	      0.01965175
      0.30500000	      0.00544457	      0.01347167	      0.01967274
      0.31000000	      0.00545750	      0.01348764	      0.01984772
      0.31500000	      0.00547452	      0.01350866	      0.01999851
      0.32000000	      0.00548617	      0.01352303	      0.02028949
      0.32500000	      0.00550150	      0.01354191	      0.02048605
      0.33000000	      0.00561237	      0.01367768	      0.02099891
      0.33500000	      0.00554672	      0.01359745	      0.02069408
      0.34000000	      0.00556326	      0.01361771	      0.02074066
      0.34500000	      0.00556943	      0.01362526	      0.02069737
      0.35000000	      0.00557841	      0.01363623	      0.02064899
      0.35500000	      0.00561291	      0.01367834	      0.02079441
      0.36000000	      0.00555325	      0.01360546	      0.02050865
      0.36500000	      0.00555099	      0.01360269	      0.02052010
      0.37000000	      0.00544188	      0.01346833	      0.01987063
      0.37500000	      0.00543217	      0.01345632	      0.01987680
      0.38000000	      0.00533850	      0.01333979	      0.01980672
      0.38500000	      0.00530960	      0.01330363	      0.01995971
      0.39000000	      0.00526813	      0.01325157	      0.02013305
      0.39500000	      0.00518836	      0.01315087	      0.02015349
      0.40000000	      0.00514747	      0.01309894	      0.02025810
      0.40500000	      0.00510927	      0.01305025	      0.02035521
      0.41000000	      0.00505452	      0.01298014	      0.02030658
      0.41500000	      0.00500510	      0.01291653	      0.02036999
      0.42000000	      0.00495933	      0.01285733	      0.02040635
      0.42500000	      0.00492180	      0.01280859	      0.02033117
      0.43000000	      0.00486867	      0.01273927	      0.02036953
      0.43500000	      0.00481643	      0.01267074	      0.02038461
      0.44000000	      0.00477185	      0.01261196	      0.02017755
      0.44500000	      0.00472691	      0.01255244	      0.02024076
      0.45000000	      0.00471519	      0.01253686	      0.02015900
      0.45500000	      0.00464712	      0.01244605	      0.02014586
      0.46000000	      0.00460235	      0.01238595	      0.02008174
      0.46500000	      0.00460553	      0.01239022	      0.01998997
      0.47000000	      0.00456021	      0.01232912	      0.01993305
      0.47500000	      0.00453510	      0.01229513	      0.01984161
      0.48000000	      0.00451829	      0.01227231	      0.01974001
      0.48500000	      0.00450843	      0.01225891	      0.01965306
      0.49000000	      0.00450619	      0.01225587	      0.01954612
      0.49500000	      0.00446204	      0.01219569	      0.01943041
      0.50000000	      0.00449117	      0.01223542	      0.01941537
      0.50500000	      0.00443886	      0.01216397	      0.01929574
      0.51000000	      0.00449727	      0.01224373	      0.01940910
      0.51500000	      0.00446615	      0.01220129	      0.01940426
      0.52000000	      0.00441235	      0.01212759	      0.01927150
      0.52500000	      0.00445599	      0.01218742	      0.01927893
      0.53000000	      0.00440123	      0.01211229	      0.01909231
      0.53500000	      0.00443261	      0.01215540	      0.01911621
      0.54000000	      0.00443087	      0.01215301	      0.01899350
      0.54500000	      0.00443602	      0.01216008	      0.01887475
      0.55000000	      0.00442271	      0.01214181	      0.01875565
      0.55500000	      0.00441726	      0.01213433	      0.01862080
      0.56000000	      0.00437600	      0.01207753	      0.01874433
      0.56500000	      0.00436054	      0.01205618	      0.01860531
      0.57000000	      0.00435135	      0.01204346	      0.01877737
      0.57500000	      0.00433683	      0.01202335	      0.01885555
      0.58000000	      0.00431441	      0.01199223	      0.01916357
      0.58500000	      0.00430451	      0.01197847	      0.01949455
      0.59000000	      0.00430097	      0.01197353	      0.01984615
      0.59500000	      0.00434790	      0.01203869	      0.01966893
      0.60000000	      0.00431966	      0.01199953	      0.02049850
      0.60500000	      0.00428039	      0.01194486	      0.02070853
      0.61000000	      0.00433092	      0.01201515	      0.02093806
      0.61500000	      0.00436797	      0.01206644	      0.02124078
      0.62000000	      0.00439089	      0.01209806	      0.02156287
      0.62500000	      0.00437944	      0.01208227	      0.02208845
      0.63000000	      0.00442089	      0.01213932	      0.02225472
      0.63500000	      0.00447502	      0.01221341	      0.02244162
      0.64000000	      0.00452879	      0.01228656	      0.02256983
      0.64500000	      0.00440584	      0.01211864	      0.02299622
      0.65000000	      0.00444197	      0.01216823	      0.02311579
      0.65500000	      0.00447772	      0.01221709	      0.02341773
      0.66000000	      0.00456737	      0.01233879	      0.02328940
      0.66500000	      0.00460772	      0.01239317	      0.02346847
      0.67000000	      0.00468637	      0.01249849	      0.02356318
      0.67500000	      0.00470438	      0.01252248	      0.02359008
      0.68000000	      0.00478168	      0.01262495	      0.02372493
      0.68500000	      0.00478794	      0.01263321	      0.02390207
      0.69000000	      0.00486992	      0.01274091	      0.02407848
      0.69500000	      0.00493934	      0.01283139	      0.02427734
      0.70000000	      0.00497158	      0.01287320	      0.02393237
      0.70500000	      0.00504602	      0.01296922	      0.02414495
      0.71000000	      0.00503693	      0.01295754	      0.02423292
      0.71500000	      0.00508623	      0.01302079	      0.02435707
      0.72000000	      0.00511771	      0.01306102	      0.02456919
