Model Marker Errors from IK
version=1
nRows=850
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00564496	      0.01371734	      0.02216795
      0.00500000	      0.00544984	      0.01347818	      0.02232103
      0.01000000	      0.00544240	      0.01346898	      0.02228646
      0.01500000	      0.00541692	      0.01343741	      0.02222281
      0.02000000	      0.00541134	      0.01343049	      0.02226209
      0.02500000	      0.00535976	      0.01336632	      0.02231900
      0.03000000	      0.00535886	      0.01336520	      0.02233108
      0.03500000	      0.00533570	      0.01333629	      0.02244874
      0.04000000	      0.00534606	      0.01334923	      0.02250788
      0.04500000	      0.00534810	      0.01335178	      0.02256448
      0.05000000	      0.00540293	      0.01342004	      0.02272413
      0.05500000	      0.00538190	      0.01339390	      0.02298302
      0.06000000	      0.00540557	      0.01342332	      0.02305279
      0.06500000	      0.00542740	      0.01345041	      0.02320384
      0.07000000	      0.00547426	      0.01350834	      0.02334152
      0.07500000	      0.00549260	      0.01353096	      0.02345043
      0.08000000	      0.00554760	      0.01359852	      0.02353445
      0.08500000	      0.00560219	      0.01366527	      0.02360132
      0.09000000	      0.00566343	      0.01373976	      0.02366700
      0.09500000	      0.00573327	      0.01382422	      0.02376840
      0.10000000	      0.00581997	      0.01392835	      0.02376662
      0.10500000	      0.00588746	      0.01400888	      0.02388878
      0.11000000	      0.00597389	      0.01411133	      0.02384943
      0.11500000	      0.00606447	      0.01421791	      0.02378485
      0.12000000	      0.00616182	      0.01433158	      0.02373134
      0.12500000	      0.00626337	      0.01444918	      0.02366775
      0.13000000	      0.00645482	      0.01466836	      0.02374897
      0.13500000	      0.00652797	      0.01475124	      0.02360323
      0.14000000	      0.00660215	      0.01483482	      0.02351102
      0.14500000	      0.00665694	      0.01489624	      0.02356322
      0.15000000	      0.00671631	      0.01496252	      0.02322453
      0.15500000	      0.00675255	      0.01500284	      0.02391213
      0.16000000	      0.00679430	      0.01504914	      0.02431974
      0.16500000	      0.00689226	      0.01515725	      0.02346298
      0.17000000	      0.00690363	      0.01516974	      0.02382482
      0.17500000	      0.00696498	      0.01523700	      0.02346602
      0.18000000	      0.00693783	      0.01520727	      0.02395212
      0.18500000	      0.00697879	      0.01525209	      0.02357392
      0.19000000	      0.00683249	      0.01509137	      0.02386258
      0.19500000	      0.00681685	      0.01507410	      0.02367548
      0.20000000	      0.00670576	      0.01495077	      0.02360336
      0.20500000	      0.00665455	      0.01489357	      0.02342512
      0.21000000	      0.00656887	      0.01479738	      0.02339870
      0.21500000	      0.00635352	      0.01455281	      0.02313983
      0.22000000	      0.00624109	      0.01442347	      0.02312054
      0.22500000	      0.00611735	      0.01427976	      0.02300674
      0.23000000	      0.00598969	      0.01412998	      0.02296919
      0.23500000	      0.00588461	      0.01400549	      0.02292288
      0.24000000	      0.00581825	      0.01392629	      0.02285982
      0.24500000	      0.00574681	      0.01384053	      0.02292289
      0.25000000	      0.00577241	      0.01387133	      0.02304594
      0.25500000	      0.00591442	      0.01404091	      0.02309587
      0.26000000	      0.00606734	      0.01422127	      0.02324436
      0.26500000	      0.00617939	      0.01435200	      0.02335028
      0.27000000	      0.00635290	      0.01455209	      0.02335505
      0.27500000	      0.00648454	      0.01470209	      0.02360659
      0.28000000	      0.00650538	      0.01472569	      0.02416711
      0.28500000	      0.00655782	      0.01478492	      0.02345684
      0.29000000	      0.00648219	      0.01469942	      0.02304225
      0.29500000	      0.00643658	      0.01464762	      0.02257320
      0.30000000	      0.00629081	      0.01448080	      0.02259484
      0.30500000	      0.00618988	      0.01436417	      0.02274394
      0.31000000	      0.00608157	      0.01423794	      0.02260009
      0.31500000	      0.00604701	      0.01419743	      0.02256715
      0.32000000	      0.00605785	      0.01421015	      0.02256817
      0.32500000	      0.00611668	      0.01427898	      0.02260212
      0.33000000	      0.00595371	      0.01408747	      0.02321877
      0.33500000	      0.00608016	      0.01423629	      0.02296856
      0.34000000	      0.00621140	      0.01438912	      0.02300926
      0.34500000	      0.00633171	      0.01452780	      0.02280770
      0.35000000	      0.00641247	      0.01462016	      0.02316374
      0.35500000	      0.00644926	      0.01466203	      0.02244900
      0.36000000	      0.00650765	      0.01472826	      0.02245252
      0.36500000	      0.00655481	      0.01478153	      0.02230216
      0.37000000	      0.00659052	      0.01482174	      0.02239779
      0.37500000	      0.00654820	      0.01477407	      0.02270390
      0.38000000	      0.00655422	      0.01478086	      0.02294630
      0.38500000	      0.00655670	      0.01478366	      0.02324887
      0.39000000	      0.00658716	      0.01481796	      0.02325370
      0.39500000	      0.00657391	      0.01480306	      0.02372987
      0.40000000	      0.00659403	      0.01482569	      0.02379955
      0.40500000	      0.00660659	      0.01483981	      0.02396342
      0.41000000	      0.00659246	      0.01482392	      0.02422448
      0.41500000	      0.00660084	      0.01483335	      0.02431117
      0.42000000	      0.00659071	      0.01482195	      0.02423782
      0.42500000	      0.00659782	      0.01482995	      0.02434986
      0.43000000	      0.00658511	      0.01481565	      0.02424229
      0.43500000	      0.00659086	      0.01482212	      0.02424648
      0.44000000	      0.00660171	      0.01483432	      0.02416826
      0.44500000	      0.00663633	      0.01487316	      0.02428261
      0.45000000	      0.00663921	      0.01487639	      0.02412406
      0.45500000	      0.00665359	      0.01489249	      0.02416008
      0.46000000	      0.00667085	      0.01491180	      0.02433708
      0.46500000	      0.00665738	      0.01489674	      0.02422147
      0.47000000	      0.00664837	      0.01488665	      0.02430957
      0.47500000	      0.00662331	      0.01485856	      0.02439866
      0.48000000	      0.00657838	      0.01480808	      0.02434932
      0.48500000	      0.00654186	      0.01476693	      0.02452258
