Model Marker Errors from IK
version=1
nRows=749
nColumns=4
inDegrees=no
endheader
time	total_squared_error	marker_error_RMS	marker_error_max
      0.00000000	      0.00623842	      0.01442038	      0.02127290
      0.00500000	      0.00642682	      0.01463651	      0.02231283
      0.01000000	      0.00658293	      0.01481320	      0.02362203
      0.01500000	      0.00670327	      0.01494798	      0.02420381
      0.02000000	      0.00686644	      0.01512883	      0.02478505
      0.02500000	      0.00700073	      0.01527605	      0.02485242
      0.03000000	      0.00707856	      0.01536073	      0.02520518
      0.03500000	      0.00727239	      0.01556962	      0.02495738
      0.04000000	      0.00735137	      0.01565394	      0.02487853
      0.04500000	      0.00754123	      0.01585479	      0.02464688
      0.05000000	      0.00758756	      0.01590342	      0.02467700
      0.05500000	      0.00757420	      0.01588941	      0.02504600
      0.06000000	      0.00761216	      0.01592918	      0.02486580
      0.06500000	      0.00771881	      0.01604038	      0.02485534
      0.07000000	      0.00764448	      0.01596296	      0.02421028
      0.07500000	      0.00763424	      0.01595226	      0.02435178
      0.08000000	      0.00754038	      0.01585389	      0.02393878
      0.08500000	      0.00749070	      0.01580158	      0.02387100
      0.09000000	      0.00733798	      0.01563967	      0.02363045
      0.09500000	      0.00725705	      0.01555319	      0.02338701
      0.10000000	      0.00716087	      0.01544978	      0.02346935
      0.10500000	      0.00706867	      0.01535000	      0.02419053
      0.11000000	      0.00702547	      0.01530302	      0.02448640
      0.11500000	      0.00703426	      0.01531258	      0.02439953
      0.12000000	      0.00709421	      0.01537770	      0.02476598
      0.12500000	      0.00722176	      0.01551533	      0.02476297
      0.13000000	      0.00739266	      0.01569783	      0.02492267
      0.13500000	      0.00758166	      0.01589723	      0.02488016
      0.14000000	      0.00769700	      0.01601770	      0.02528553
      0.14500000	      0.00784191	      0.01616778	      0.02665942
      0.15000000	      0.00790400	      0.01623165	      0.02765238
      0.15500000	      0.00781392	      0.01613890	      0.02753715
      0.16000000	      0.00765109	      0.01596986	      0.02761762
      0.16500000	      0.00742639	      0.01573361	      0.02711063
      0.17000000	      0.00719240	      0.01548375	      0.02598878
