IKResults
version=1
nRows=750
nColumns=67
inDegrees=yes

Units are S.I. units (second, meters, Newtons, ...)
Angles are in degrees.

endheader
time	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	knee_rot_r	knee_adduc_r	ankle_angle_r	ankle_rot_r	ankle_add_r	subtalar_angle_r	mtp_angle_r	mtp_rot_r	mtp_add_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	knee_rot_l	knee_adduc_l	ankle_angle_l	ankle_rot_l	ankle_add_l	subtalar_angle_l	mtp_angle_l	mtp_rot_l	mtp_add_l	lumbar_extension	lumbar_bending	lumbar_rotation	neck_flexion	neck_lateral_bending	neck_rotation	arm_flex_r	arm_add_r	arm_rot_r	elbow_flex_r	elbow_rot_r	elbow_add_r	pro_sup_r	wrist_flex_r	wrist_adduc_r	wrist_rot_r	wrist_dev_r	hand_finger_flex_r	hand_finger_adduc_r	hand_finger_rot_r	arm_flex_l	arm_add_l	arm_rot_l	elbow_flex_l	elbow_rot_l	elbow_add_l	pro_sup_l	wrist_flex_l	wrist_adduc_l	wrist_rot_l	wrist_dev_l	hand_finger_flex_l	hand_finger_adduc_l	hand_finger_rot_l
      0.00000000	     13.20039848	      6.67230161	     -7.24385056	     -2.85639679	      0.73635796	      0.87685068	    -31.14853592	     -5.81015860	      1.97045555	    -21.81365976	     -5.00000000	      0.81691876	      8.81834164	      2.98475736	      4.93299697	      3.40971042	      1.70923497	      0.22196910	      0.71902928	     14.98789933	     13.44525354	      5.14287493	    -22.06232876	      5.00000000	      2.22932833	     -5.46784998	      5.00000000	      4.99994647	     -6.64254511	      1.19690866	      0.19406115	     -0.57892295	    -23.14417114	    -10.45332512	      2.84347262	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.00500000	     14.67684223	      7.81124142	     -7.78935570	     -2.84841576	      0.73832707	      0.87719879	    -32.38409917	     -7.33415571	     -0.11893391	    -22.89992285	     -5.00000000	      0.12429232	      6.58940877	      2.64181670	      5.00000000	      5.64184985	      4.88398752	      0.58366125	      2.00000000	     12.71347259	     14.84089789	      4.48546682	    -21.52650552	      5.00000000	      2.39272052	     -4.91575148	      4.97225189	      3.95818410	     -6.57813538	      3.71822331	      0.48484634	     -1.76577831	    -24.40367784	    -12.12093036	      2.64401373	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01000000	     14.58299923	      8.32820563	     -7.83915302	     -2.84148475	      0.73881105	      0.87693329	    -31.38897924	     -8.11814450	     -0.21816461	    -25.08575860	     -5.00000000	      0.41282274	      4.79572919	      2.58792279	      4.96769302	      5.79131423	      5.25656793	      0.61582539	      2.00000000	     12.51197542	     15.30778111	      4.52838614	    -21.81422096	      5.00000000	      2.06905629	     -4.67579061	      5.00000000	      4.01282719	     -6.60368843	      4.02983512	      0.51634422	     -1.91036428	    -24.14997553	    -12.71766392	      2.42763788	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.01500000	     13.15560614	      8.71294669	     -7.79011594	     -2.83470871	      0.73807786	      0.87666340	    -28.83038048	     -8.53362587	      1.47262575	    -27.41005478	     -5.00000000	      1.04494430	      1.67458488	     -5.00000000	      5.00000000	     13.76160212	     20.86699131	      1.63898257	      2.00000000	     13.79152114	     15.48571137	      4.95385405	    -22.22661411	      5.00000000	      1.67559435	     -4.45061306	      4.99804856	      3.80584763	     -7.94263148	     13.71864365	      1.87757143	     -2.00000000	    -22.31305507	    -13.10328718	      2.58063665	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02000000	     13.60045602	      9.08850878	     -7.86778290	     -2.82824885	      0.73905832	      0.87612204	    -28.38011420	     -9.25290207	      0.51253595	    -29.47849732	     -5.00000000	      0.89639267	     -1.09461923	     -4.19304527	      5.00000000	     14.46697389	     21.85678490	      1.62531292	      2.00000000	     12.87931386	     16.09188039	      4.93271213	    -22.23712492	      5.00000000	      1.78543367	     -4.74214636	      5.00000000	      3.20882633	     -7.45129640	     14.02921439	      2.00000000	     -2.00000000	    -22.73104806	    -13.49920922	      2.70097891	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.02500000	     13.71261514	      9.52104424	     -7.95615637	     -2.82203102	      0.73961670	      0.87599695	    -27.53880305	     -9.96271833	      0.50240495	    -31.58835499	     -5.00000000	      1.13763347	     -2.36214688	     -3.88309048	      4.68401863	     14.55258142	     22.06458779	      1.61825000	      2.00000000	     12.37123262	     16.51395581	      5.07843029	    -22.32816048	      5.00000000	      1.48055710	     -4.29580573	      5.00000000	      3.18799091	     -7.46271400	     14.10814037	      2.00000000	     -2.00000000	    -22.79447904	    -14.05160884	      2.36871785	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03000000	     13.57533862	      9.99486489	     -8.06257235	     -2.81562862	      0.74002313	      0.87567758	    -26.41204611	    -10.78458116	      0.55622826	    -33.64252547	     -5.00000000	      1.46707210	     -4.14881384	     -3.59104697	      4.20121027	     14.55853812	     22.40580404	      1.58861563	      2.00000000	     11.99701479	     17.04535673	      5.05793341	    -22.15479758	      5.00000000	      1.41208774	     -3.89122335	      5.00000000	      3.20299228	     -7.58482988	     14.21081658	      2.00000000	     -2.00000000	    -22.47569124	    -14.58234855	      2.42492654	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.03500000	     13.43664959	     10.36969576	     -8.27346479	     -2.80951978	      0.74038033	      0.87545653	    -25.16033348	    -11.51234643	      0.80446502	    -35.78575284	     -5.00000000	      1.72310609	     -5.64611095	     -3.35973728	      3.77984609	     14.53766069	     22.78296234	      1.53528385	      2.00000000	     11.68813265	     17.49779918	      5.01349108	    -22.07681490	      5.00000000	      1.38621701	     -3.53137240	      5.00000000	      3.25992384	     -7.67744859	     14.30694267	      2.00000000	     -2.00000000	    -22.14347360	    -15.02758451	      2.44338133	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04000000	     12.96647629	     10.67750818	     -8.48844957	     -2.80371414	      0.74043232	      0.87527750	    -23.38883749	    -12.07141192	      1.71606025	    -38.08686314	     -5.00000000	      2.17227895	     -6.88614650	     -3.41929644	      3.51210320	     14.34097881	     23.76258550	      1.32638640	      2.00000000	     11.81605386	     17.85449023	      4.69553475	    -22.08481753	      5.00000000	      1.48781032	     -3.33947075	      5.00000000	      3.48294321	     -7.67108647	     14.49334119	      2.00000000	     -2.00000000	    -21.47348314	    -15.42828987	      2.70835514	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
      0.04500000	     13.11459009	     10.96589060	     -8.64276376	     -2.79793201	      0.74099962	      0.87512144	    -22.44660015	    -12.54527803	      1.89808121	    -40.11755552	     -5.00000000	      2.19310325	     -7.67210549	     -3.23335309	      3.19705908	     14.31190583	     23.91079499	      1.28136248	      2.00000000	     11.21144258	     18.24950305	      4.86747146	    -22.06889278	      5.00000000	      1.34982399	     -2.77964410	      5.00000000	      3.56619124	     -7.74674414	     14.53465213	      2.00000000	     -2.00000000	    -21.58583502	    -15.75880050	      2.33240358	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	     -0.00042092	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000	      0.00000000
